Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"M1026972", 12.47, 2,    7168.85, -167.0,   0.99574, 0, 0, 0, 0, 0, 0, 0, 0
"L2860483", 12.47, 2,    7168.63, -167.0,    0.9957, 0, 0, 0, 0, 0, 0, 0, 0
"L2860490", 12.47, 1,    7289.48,  -40.8,    1.0125, 2,    7233.45, -161.7,    1.0047, 3,    7425.76,   79.8,    1.0314
"L3104134", 12.47, 1,    7283.87,  -40.8,    1.0117, 2,    7228.37, -161.7,     1.004, 3,    7423.95,   79.8,    1.0312
"M1089144", 12.47, 1,    7030.61,  -39.6,   0.97653, 0, 0, 0, 0, 0, 0, 0, 0
"P827522", 12.47, 1,    7030.59,  -39.6,   0.97653, 0, 0, 0, 0, 0, 0, 0, 0
"M1089118", 12.47, 1,    7463.89,  -40.0,    1.0367, 2,    7430.47, -160.5,    1.0321, 3,     7459.5,   80.6,    1.0361
"L3048208", 12.47, 1,    7463.83,  -40.0,    1.0367, 0, 0, 0, 0, 0, 0, 0, 0
"M1108505", 12.47, 1,    6779.83,  -41.4,    0.9417, 2,    7022.29, -162.6,   0.97538, 3,    7453.63,   81.3,    1.0353
"L2955047", 12.47, 1,    6773.93,  -41.4,   0.94088, 2,    7018.86, -162.7,    0.9749, 3,    7453.65,   81.3,    1.0353
"M1089148", 12.47, 1,    7027.65,  -39.6,   0.97612, 0, 0, 0, 0, 0, 0, 0, 0
"L2766721", 12.47, 1,    7027.54,  -39.6,   0.97611, 0, 0, 0, 0, 0, 0, 0, 0
"M1026745", 12.47, 2,    7122.75, -167.2,   0.98933, 0, 0, 0, 0, 0, 0, 0, 0
"L3029183", 12.47, 2,    7122.64, -167.2,   0.98932, 0, 0, 0, 0, 0, 0, 0, 0
"L2710512", 12.47, 2,    7139.85, -167.1,   0.99171, 0, 0, 0, 0, 0, 0, 0, 0
"M1047828", 12.47, 2,    7135.41, -167.1,   0.99109, 0, 0, 0, 0, 0, 0, 0, 0
"M1047342", 12.47, 1,    7275.46,  -40.8,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"L3197645", 12.47, 1,    7275.33,  -40.8,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"M1069192", 12.47, 1,     7386.6,  -40.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L3235253", 12.47, 1,    7386.47,  -40.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L3214071", 12.47, 1,    7012.26,  -39.5,   0.97399, 2,    7139.27, -160.3,   0.99163, 3,    7457.13,   82.1,    1.0358
"M1125952", 12.47, 1,    7004.85,  -39.6,   0.97296, 2,    7135.05, -160.4,   0.99104, 3,    7456.89,   82.0,    1.0357
"M1027101", 12.47, 2,    7136.46, -167.1,   0.99124, 0, 0, 0, 0, 0, 0, 0, 0
"L2860480", 12.47, 2,    7136.15, -167.1,   0.99119, 0, 0, 0, 0, 0, 0, 0, 0
"L2710517", 12.47, 1,    7196.08,  -44.7,   0.99952, 0, 0, 0, 0, 0, 0, 0, 0
"M1026646", 12.47, 1,    7194.62,  -44.7,   0.99931, 0, 0, 0, 0, 0, 0, 0, 0
"M1069662", 12.47, 2,    7226.68, -165.5,    1.0038, 0, 0, 0, 0, 0, 0, 0, 0
"L2935547", 12.47, 2,    7226.61, -165.5,    1.0038, 0, 0, 0, 0, 0, 0, 0, 0
"M1026931", 12.47, 1,    7317.12,  -44.8,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"L3216336", 12.47, 1,     7316.6,  -44.8,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"L3142049", 12.47, 1,       6812,  -41.1,   0.94617, 2,    7038.37, -162.3,   0.97761, 3,    7454.17,   81.4,    1.0354
"M1108493", 12.47, 1,    6802.21,  -41.2,   0.94481, 2,    7033.45, -162.4,   0.97693, 3,    7453.99,   81.4,    1.0353
"M1069169", 12.47, 1,    7391.75,  -40.3,    1.0267, 2,    7360.54, -160.9,    1.0224, 3,    7428.42,   80.3,    1.0318
"L3010556", 12.47, 1,    7384.86,  -40.3,    1.0257, 2,    7351.77, -160.9,    1.0211, 3,    7427.96,   80.3,    1.0317
"L2991933", 12.47, 3,    7363.68,   79.5,    1.0228, 0, 0, 0, 0, 0, 0, 0, 0
"L3122837", 12.47, 3,       7363,   79.4,    1.0227, 0, 0, 0, 0, 0, 0, 0, 0
"L2691936", 12.47, 1,    7316.06,  -44.8,    1.0162, 0, 0, 0, 0, 0, 0, 0, 0
"L2897772", 12.47, 1,    7225.41,  -40.8,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"L3101814", 12.47, 1,    7225.41,  -40.8,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"L2766732", 12.47, 2,    7180.63, -161.7,   0.99737, 0, 0, 0, 0, 0, 0, 0, 0
"L2989564", 12.47, 2,    7226.98, -165.4,    1.0038, 0, 0, 0, 0, 0, 0, 0, 0
"M1126016", 12.47, 1,    6764.49,  -41.4,   0.93957, 0, 0, 0, 0, 0, 0, 0, 0
"L3120534", 12.47, 1,    6764.13,  -41.4,   0.93952, 0, 0, 0, 0, 0, 0, 0, 0
"M1026330", 12.47, 1,    7166.94,  -40.7,   0.99547, 2,    7068.01, -161.9,   0.98173, 3,    7414.99,   79.9,    1.0299
"L2766726", 12.47, 2,    7067.96, -161.9,   0.98172, 0, 0, 0, 0, 0, 0, 0, 0
"P901912", 12.47, 2,    7393.94, -166.4,     1.027, 0, 0, 0, 0, 0, 0, 0, 0
"L3195365", 12.47, 2,    7393.94, -166.4,     1.027, 0, 0, 0, 0, 0, 0, 0, 0
"M1108381", 12.47, 1,    6865.38,  -40.5,   0.95358, 2,    7047.82, -161.5,   0.97892, 3,    7449.31,   81.7,    1.0347
"L3254237", 12.47, 1,    6864.16,  -40.5,   0.95341, 2,    7047.02, -161.5,   0.97881, 3,    7448.65,   81.7,    1.0346
"L2804262", 12.47, 1,    7336.06,  -44.8,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"L2841639", 12.47, 1,    7333.67,  -44.8,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0
"N1230123", 12.47, 2,    7054.58, -161.5,   0.97986, 0, 0, 0, 0, 0, 0, 0, 0
"L2708744", 12.47, 2,    7052.94, -161.5,   0.97963, 0, 0, 0, 0, 0, 0, 0, 0
"M1069519", 12.47, 1,    7226.74,  -43.1,    1.0038, 2,    7315.19, -165.2,    1.0161, 3,    7512.71,   80.2,    1.0435
"P901927", 12.47, 2,    7315.17, -165.2,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0
"L2897790", 12.47, 3,    7517.04,   80.2,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"L2935566", 12.47, 3,     7516.9,   80.2,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"L3216337", 12.47, 1,    7317.06,  -44.8,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"P901931", 12.47, 3,    7517.28,   80.2,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"M1069548", 12.47, 3,    7517.26,   80.2,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"M1010013", 12.47, 1,    7145.21,  -45.1,   0.99245, 0, 0, 0, 0, 0, 0, 0, 0
"L3120503", 12.47, 1,    7145.15,  -45.1,   0.99244, 0, 0, 0, 0, 0, 0, 0, 0
"M1089145", 12.47, 1,     7030.4,  -39.6,    0.9765, 2,     7017.7, -160.0,   0.97474, 3,    7310.75,   81.0,    1.0154
"L3215385", 12.47, 1,    7030.32,  -39.6,   0.97649, 2,    7017.57, -160.0,   0.97472, 3,    7310.68,   81.0,    1.0154
"M1026852", 12.47, 1,     7330.8,  -44.8,    1.0182, 2,     7394.6, -166.8,    1.0271, 3,       7390,   79.6,    1.0265
"M1069420", 12.47, 1,    7338.65,  -44.3,    1.0193, 2,    7259.82, -166.9,    1.0084, 3,    7295.48,   79.0,    1.0133
"L3157708", 12.47, 3,    7376.34,   79.6,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"N1137991", 12.47, 3,    7376.33,   79.6,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"M1108413", 12.47, 1,    6870.18,  -40.5,   0.95425, 0, 0, 0, 0, 0, 0, 0, 0
"M1108460", 12.47, 1,     6867.7,  -40.5,   0.95391, 0, 0, 0, 0, 0, 0, 0, 0
"P827532", 12.47, 1,    7253.72,  -40.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"M1047326", 12.47, 1,     7253.7,  -40.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"E182732", 12.47, 1,    7286.92,  -44.5,    1.0121, 2,    7397.76, -166.3,    1.0275, 3,    7306.57,   79.7,    1.0149
"M1026760", 12.47, 1,    7286.08,  -44.5,     1.012, 2,    7397.66, -166.3,    1.0275, 3,    7306.07,   79.7,    1.0148
"L3048205", 12.47, 3,    7326.32,   81.4,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"M1108361", 12.47, 3,     7313.2,   81.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"M3036169", 12.47, 1,    7199.28,  -44.7,   0.99996, 0, 0, 0, 0, 0, 0, 0, 0
"L2673317", 12.47, 1,     7199.2,  -44.7,   0.99995, 0, 0, 0, 0, 0, 0, 0, 0
"L3178981", 12.47, 2,    7239.41, -161.6,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"M1047368", 12.47, 2,    7227.44, -161.6,    1.0039, 0, 0, 0, 0, 0, 0, 0, 0
"N1136354", 12.47, 1,    7225.24,  -43.1,    1.0036, 2,    7311.57, -165.3,    1.0156, 3,    7515.41,   80.2,    1.0439
"L2879794", 12.47, 1,    7164.07,  -38.7,   0.99507, 0, 0, 0, 0, 0, 0, 0, 0
"M1142811", 12.47, 1,    7163.78,  -38.7,   0.99503, 0, 0, 0, 0, 0, 0, 0, 0
"M1069565", 12.47, 2,    7274.17, -165.4,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0
"L2785536", 12.47, 2,    7273.88, -165.4,    1.0103, 0, 0, 0, 0, 0, 0, 0, 0
"L3104114", 12.47, 2,    7271.24, -167.2,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"M1009824", 12.47, 2,    7268.13, -167.2,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"L2745848", 12.47, 1,    7354.63,  -44.4,    1.0215, 2,    7320.23, -166.6,    1.0168, 3,    7315.84,   79.2,    1.0162
"L2673308", 12.47, 1,    7353.68,  -44.4,    1.0214, 2,    7316.87, -166.7,    1.0163, 3,    7314.85,   79.2,     1.016
"L2991939", 12.47, 1,    7351.86,  -44.4,    1.0212, 2,     7310.5, -166.7,    1.0154, 3,    7312.82,   79.2,    1.0157
"L2916606", 12.47, 3,    7345.96,   81.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0
"L2822864", 12.47, 3,    7345.86,   81.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0
"M1142851", 12.47, 1,    7153.06,  -38.5,   0.99354, 2,    7220.98, -158.9,     1.003, 3,    7464.08,   82.6,    1.0367
"196-31070", 12.47, 1,    7151.12,  -38.5,   0.99327, 2,    7219.84, -159.0,    1.0028, 3,    7463.95,   82.6,    1.0367
"M1209822", 12.47, 3,    7451.33,   84.9,     1.035, 0, 0, 0, 0, 0, 0, 0, 0
"M1209823", 12.47, 3,     7448.1,   84.9,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"M1069550", 12.47, 2,    7278.47, -165.3,     1.011, 0, 0, 0, 0, 0, 0, 0, 0
"M1069551", 12.47, 2,     7278.1, -165.3,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"L3141397", 12.47, 2,    7168.48, -167.0,   0.99568, 0, 0, 0, 0, 0, 0, 0, 0
"L3649299", 12.47, 1,    7368.22,  -44.6,    1.0234, 0, 0, 0, 0, 0, 0, 0, 0
"M3772794", 12.47, 1,    7368.16,  -44.6,    1.0234, 0, 0, 0, 0, 0, 0, 0, 0
"P895106", 12.47, 2,    7103.16, -160.9,   0.98661, 0, 0, 0, 0, 0, 0, 0, 0
"L3048887", 12.47, 2,    7102.71, -160.9,   0.98655, 0, 0, 0, 0, 0, 0, 0, 0
"M1047824", 12.47, 2,    7142.57, -167.1,   0.99208, 0, 0, 0, 0, 0, 0, 0, 0
"M1047834", 12.47, 2,    7138.13, -167.1,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"M1069350", 12.47, 1,    7335.98,  -44.3,    1.0189, 2,    7226.51, -166.9,    1.0037, 3,    7273.98,   78.8,    1.0103
"N1144668", 12.47, 1,    7336.25,  -44.3,     1.019, 2,    7226.34, -166.9,    1.0037, 3,    7273.09,   78.8,    1.0102
"L2879072", 12.47, 2,    7181.57, -167.1,    0.9975, 0, 0, 0, 0, 0, 0, 0, 0
"M1047441", 12.47, 2,    7167.12, -167.1,   0.99549, 0, 0, 0, 0, 0, 0, 0, 0
"M1108274", 12.47, 2,    7419.41, -160.5,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"M1108269", 12.47, 2,    7419.29, -160.5,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"L3235244", 12.47, 1,    7327.39,  -44.3,    1.0178, 0, 0, 0, 0, 0, 0, 0, 0
"M1069398", 12.47, 1,       7327,  -44.3,    1.0177, 0, 0, 0, 0, 0, 0, 0, 0
"N1147862", 12.47, 1,    7266.63,  -44.9,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"L2685805", 12.47, 1,    7266.47,  -44.9,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"M1069247", 12.47, 1,    7336.47,  -44.3,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"M1069248", 12.47, 1,    7336.22,  -44.3,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"L2786273", 12.47, 2,     7418.7, -160.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"M1108278", 12.47, 2,    7418.17, -160.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L3254238", 12.47, 1,    7219.46,  -40.8,    1.0028, 2,    7156.09, -161.8,   0.99396, 3,    7406.53,   79.9,    1.0287
"M1047303", 12.47, 1,    7214.45,  -40.8,    1.0021, 2,     7148.4, -161.8,   0.99289, 3,       7405,   79.9,    1.0285
"M1047633", 12.47, 3,       7414,   79.5,    1.0298, 0, 0, 0, 0, 0, 0, 0, 0
"L2897554", 12.47, 3,    7413.45,   79.5,    1.0297, 0, 0, 0, 0, 0, 0, 0, 0
"M1069627", 12.47, 2,    7225.21, -165.5,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"L2897791", 12.47, 2,    7223.73, -165.5,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"M1089097", 12.47, 2,    7423.33, -160.5,    1.0311, 0, 0, 0, 0, 0, 0, 0, 0
"M1108270", 12.47, 2,    7422.36, -160.5,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"N1142101", 12.47, 1,    6817.04,  -41.1,   0.94687, 0, 0, 0, 0, 0, 0, 0, 0
"L2936214", 12.47, 1,    6816.97,  -41.1,   0.94686, 0, 0, 0, 0, 0, 0, 0, 0
"L3066810", 12.47, 3,    7300.86,   79.0,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"L2897769", 12.47, 3,     7299.8,   79.0,    1.0139, 0, 0, 0, 0, 0, 0, 0, 0
"M1209758", 12.47, 2,    7376.85, -156.5,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"M1209753", 12.47, 2,    7376.36, -156.5,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"M1047528", 12.47, 1,    7448.06,  -44.3,    1.0345, 2,    7453.47, -166.4,    1.0353, 3,    7428.21,   79.6,    1.0318
"L2858166", 12.47, 1,    7447.54,  -44.3,    1.0344, 2,    7453.02, -166.4,    1.0352, 3,    7428.04,   79.6,    1.0317
"M1142843", 12.47, 1,    7171.88,  -38.4,   0.99616, 2,    7232.04, -158.8,    1.0045, 3,    7465.49,   82.6,    1.0369
"L3081380", 12.47, 1,    7171.54,  -38.4,   0.99611, 2,    7228.18, -158.8,     1.004, 3,    7462.55,   82.6,    1.0365
"L2804272", 12.47, 2,    7277.67, -165.3,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0
"L2841641", 12.47, 2,    7277.58, -165.3,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0
"M1069393", 12.47, 2,    7205.83, -167.0,    1.0009, 0, 0, 0, 0, 0, 0, 0, 0
"M1069408", 12.47, 2,     7200.7, -167.0,    1.0002, 0, 0, 0, 0, 0, 0, 0, 0
"N1142104", 12.47, 1,    6788.01,  -41.3,   0.94284, 2,    7026.36, -162.5,   0.97594, 3,    7453.76,   81.3,    1.0353
"M1108500", 12.47, 1,    6782.76,  -41.3,   0.94211, 2,    7023.75, -162.6,   0.97558, 3,    7453.68,   81.3,    1.0353
"L3216348", 12.47, 1,    7167.18,  -44.8,    0.9955, 0, 0, 0, 0, 0, 0, 0, 0
"L2841627", 12.47, 1,    7165.53,  -44.8,   0.99527, 0, 0, 0, 0, 0, 0, 0, 0
"L2916599", 12.47, 1,     7321.9,  -44.8,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"M1047447", 12.47, 2,     7151.7, -167.1,   0.99335, 0, 0, 0, 0, 0, 0, 0, 0
"L2954349", 12.47, 2,    7151.56, -167.1,   0.99333, 0, 0, 0, 0, 0, 0, 0, 0
"L3235246", 12.47, 2,    7142.42, -167.1,   0.99206, 0, 0, 0, 0, 0, 0, 0, 0
"M1125911", 12.47, 2,    7184.78, -159.2,   0.99795, 0, 0, 0, 0, 0, 0, 0, 0
"L2711224", 12.47, 2,    7183.38, -159.2,   0.99775, 0, 0, 0, 0, 0, 0, 0, 0
"N1147863", 12.47, 3,    7373.67,   79.5,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0
"L3122817", 12.47, 3,    7373.66,   79.5,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0
"M1186061", 12.47, 1,    7361.21,  -36.4,    1.0225, 2,    7378.52, -156.5,    1.0249, 3,    7503.99,   84.2,    1.0423
"L2861223", 12.47, 2,    7378.43, -156.5,    1.0248, 0, 0, 0, 0, 0, 0, 0, 0
"M1069130", 12.47, 1,    7303.09,  -40.7,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"L3085396", 12.47, 1,    7302.79,  -40.7,    1.0143, 0, 0, 0, 0, 0, 0, 0, 0
"E182730", 12.47, 1,    7297.22,  -44.5,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"N1142109", 12.47, 1,    7297.14,  -44.5,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"M1069417", 12.47, 1,    7334.67,  -44.3,    1.0188, 2,    7242.55, -166.9,     1.006, 3,    7289.84,   78.9,    1.0125
"N1138597", 12.47, 1,    7334.34,  -44.3,    1.0187, 2,    7241.14, -166.9,    1.0058, 3,    7289.33,   78.9,    1.0125
"M1026987", 12.47, 2,    7161.71, -167.0,   0.99474, 0, 0, 0, 0, 0, 0, 0, 0
"M1026990", 12.47, 2,    7160.18, -167.0,   0.99453, 0, 0, 0, 0, 0, 0, 0, 0
"M1142832", 12.47, 1,    7170.77,  -38.5,     0.996, 2,    7220.07, -158.9,    1.0028, 3,    7456.46,   82.4,    1.0357
"L3160865", 12.47, 1,    7170.44,  -38.5,   0.99596, 2,     7217.8, -158.9,    1.0025, 3,    7454.91,   82.4,    1.0355
"L2673323", 12.47, 3,    7363.29,   79.5,    1.0227, 0, 0, 0, 0, 0, 0, 0, 0
"M1009809", 12.47, 3,     7363.1,   79.5,    1.0227, 0, 0, 0, 0, 0, 0, 0, 0
"L2822869", 12.47, 1,    7358.84,  -44.4,    1.0221, 2,    7404.19, -166.4,    1.0284, 3,    7349.02,   79.6,    1.0208
"M1026808", 12.47, 1,    7349.41,  -44.4,    1.0208, 2,    7403.28, -166.4,    1.0283, 3,    7342.81,   79.6,    1.0199
"M1047825", 12.47, 2,    7128.12, -167.1,   0.99008, 0, 0, 0, 0, 0, 0, 0, 0
"M1069731", 12.47, 2,     7126.5, -167.1,   0.98985, 0, 0, 0, 0, 0, 0, 0, 0
"N1140520", 12.47, 3,     7342.8,   79.6,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0
"L2729410", 12.47, 3,    7342.76,   79.6,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0
"L3178978", 12.47, 1,    7189.81,  -44.7,   0.99865, 0, 0, 0, 0, 0, 0, 0, 0
"M1069384", 12.47, 1,    7328.79,  -44.3,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
"L3066805", 12.47, 1,     7328.7,  -44.3,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0
"M4362181", 12.47, 2,    7132.99, -167.2,   0.99075, 0, 0, 0, 0, 0, 0, 0, 0
"M1047319", 12.47, 3,    7399.83,   79.9,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"M1047318", 12.47, 3,    7399.43,   79.9,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"L3216358", 12.47, 1,    7309.51,  -44.8,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"M1026826", 12.47, 1,    7308.19,  -44.8,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0
"M1108276", 12.47, 2,    7419.01, -160.5,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"M1089198", 12.47, 1,    7328.14,  -42.4,    1.0179, 2,    7382.17, -164.0,    1.0254, 3,    7502.03,   80.7,     1.042
"M1089201", 12.47, 1,    7311.47,  -42.5,    1.0155, 2,    7371.85, -164.2,    1.0239, 3,    7502.71,   80.6,    1.0421
"M1047763", 12.47, 1,    7348.93,  -44.1,    1.0207, 2,    7201.39, -167.0,    1.0003, 3,    7453.22,   79.5,    1.0352
"N1136027", 12.47, 1,    7348.64,  -44.1,    1.0207, 0, 0, 0, 0, 0, 0, 0, 0
"L3101827", 12.47, 3,    7496.79,   81.1,    1.0413, 0, 0, 0, 0, 0, 0, 0, 0
"M1108540", 12.47, 3,    7493.78,   81.1,    1.0409, 0, 0, 0, 0, 0, 0, 0, 0
"M1026335", 12.47, 1,    7167.83,  -40.7,   0.99559, 0, 0, 0, 0, 0, 0, 0, 0
"L2804259", 12.47, 1,    7167.71,  -40.7,   0.99558, 0, 0, 0, 0, 0, 0, 0, 0
"N1136357", 12.47, 3,    7517.19,   80.2,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"M1047513", 12.47, 1,    7396.37,  -44.4,    1.0273, 2,    7416.22, -166.4,    1.0301, 3,    7376.42,   79.6,    1.0246
"M1047507", 12.47, 1,    7382.83,  -44.4,    1.0255, 2,    7406.28, -166.4,    1.0287, 3,    7364.56,   79.6,    1.0229
"M1142863", 12.47, 1,    7132.66,  -38.7,   0.99071, 2,     7208.9, -159.1,    1.0013, 3,    7462.48,   82.5,    1.0365
"N1141480", 12.47, 3,    7462.47,   82.5,    1.0365, 0, 0, 0, 0, 0, 0, 0, 0
"M1125916", 12.47, 2,    7186.11, -159.2,   0.99813, 0, 0, 0, 0, 0, 0, 0, 0
"L2879767", 12.47, 2,    7185.96, -159.2,   0.99811, 0, 0, 0, 0, 0, 0, 0, 0
"L3066809", 12.47, 3,    7308.78,   79.2,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0
"M1069487", 12.47, 3,    7307.32,   79.2,     1.015, 0, 0, 0, 0, 0, 0, 0, 0
"M1142818", 12.47, 1,    7168.31,  -38.6,   0.99566, 2,    7204.08, -159.0,    1.0006, 3,    7445.54,   82.2,    1.0342
"P829965", 12.47, 1,    7167.22,  -38.7,   0.99551, 2,    7203.68, -159.0,    1.0006, 3,    7445.61,   82.2,    1.0342
"Q14733", 12.47, 1,     7555.3,  -44.0,    1.0494, 2,    7537.51, -166.0,    1.0469, 3,    7486.58,   79.8,    1.0399
"M1047568", 12.47, 1,    7552.47,  -44.0,     1.049, 2,    7535.34, -166.0,    1.0466, 3,    7484.94,   79.8,    1.0396
"M1047322", 12.47, 1,    7253.63,  -40.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L2954338", 12.47, 2,    7266.76, -167.2,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"M1047409", 12.47, 1,    7169.01,  -44.8,   0.99576, 0, 0, 0, 0, 0, 0, 0, 0
"L2841648", 12.47, 1,    7168.64,  -44.8,   0.99571, 0, 0, 0, 0, 0, 0, 0, 0
"M1089177", 12.47, 3,    7260.87,   81.3,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"M1026951", 12.47, 2,    7324.04, -167.1,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0
"L2954347", 12.47, 2,     7323.8, -167.1,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0
"M4122657", 12.47, 3,    7386.74,   84.8,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L3027124", 12.47, 3,    7386.32,   84.8,    1.0259, 0, 0, 0, 0, 0, 0, 0, 0
"M1069419", 12.47, 1,    7336.11,  -44.3,     1.019, 2,    7248.81, -166.9,    1.0068, 3,    7291.88,   78.9,    1.0128
"M1069418", 12.47, 1,     7335.6,  -44.3,    1.0189, 2,    7246.58, -166.9,    1.0065, 3,    7291.15,   78.9,    1.0127
"M1026824", 12.47, 1,    7252.71,  -44.9,    1.0074, 2,    7298.29, -167.2,    1.0137, 3,    7365.08,   79.5,     1.023
"P859694", 12.47, 3,    7364.97,   79.5,     1.023, 0, 0, 0, 0, 0, 0, 0, 0
"M1047453", 12.47, 2,    7137.56, -167.2,   0.99139, 0, 0, 0, 0, 0, 0, 0, 0
"L2691948", 12.47, 2,    7137.48, -167.2,   0.99138, 0, 0, 0, 0, 0, 0, 0, 0
"P860892", 12.47, 3,    7421.66,   80.4,    1.0308, 0, 0, 0, 0, 0, 0, 0, 0
"N1139543", 12.47, 3,    7421.59,   80.4,    1.0308, 0, 0, 0, 0, 0, 0, 0, 0
"M1089205", 12.47, 1,     7305.1,  -42.5,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"N1134472", 12.47, 1,    7305.06,  -42.5,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"L2710542", 12.47, 2,    7295.77, -167.2,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0
"M3032980", 12.47, 1,    7364.03,  -36.4,    1.0228, 2,    7382.05, -156.5,    1.0253, 3,    7506.63,   84.2,    1.0427
"M3032977", 12.47, 1,    7328.51,  -36.8,    1.0179, 2,     7354.7, -156.9,    1.0215, 3,    7498.72,   83.9,    1.0416
"M3763618", 12.47, 1,    7395.11,  -44.5,    1.0272, 2,    7421.58, -166.6,    1.0308, 3,    7406.78,   79.5,    1.0288
"P1121282", 12.47, 3,    7406.77,   79.5,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0
"L2917330", 12.47, 1,    7163.29,  -38.7,   0.99496, 0, 0, 0, 0, 0, 0, 0, 0
"L2861222", 12.47, 1,    7162.96,  -38.7,   0.99492, 0, 0, 0, 0, 0, 0, 0, 0
"M1047490", 12.47, 1,    7366.45,  -44.4,    1.0232, 2,    7379.89, -166.5,     1.025, 3,       7347,   79.5,    1.0205
"P1164481", 12.47, 1,    7365.37,  -44.4,     1.023, 0, 0, 0, 0, 0, 0, 0, 0
"M1069356", 12.47, 3,    7271.69,   78.8,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"M1069363", 12.47, 3,    7271.56,   78.8,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"P828359", 12.47, 3,    7416.43,   79.6,    1.0301, 0, 0, 0, 0, 0, 0, 0, 0
