Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5589094-1,    31.8951,    69.94,          0,     0.00,          0,     0.00,          0,     0.00,    31.8951,    69.94,    31.8954,  -110.06,          0,     0.00,          0,     0.00,          0,     0.00,    31.8954,  -110.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5954983-1,    16.9508,   -59.84,          0,     0.00,          0,     0.00,          0,     0.00,    16.9508,   -59.84,    16.9512,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,    16.9512,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5924696-2,   0.755426,   -59.23,          0,     0.00,          0,     0.00,          0,     0.00,   0.755426,   -59.23,   0.755625,   120.72,          0,     0.00,          0,     0.00,          0,     0.00,   0.755625,   120.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506311-4, 4.8573E-005,    51.17, 5.18711E-005,   -68.28,   0.861436,    66.83,          0,     0.00,   0.861446,    66.82, 3.84182E-010,   142.70, 1.79997E-010,   -75.96,   0.861446,  -113.18,          0,     0.00,   0.861446,  -113.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653493-1,    17.1731,   177.85,          0,     0.00,          0,     0.00,          0,     0.00,    17.1731,   177.85,    17.1733,    -2.16,          0,     0.00,          0,     0.00,          0,     0.00,    17.1733,    -2.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5684836-1,    330.715,   -49.15,    324.873,  -171.29,     225.33,    79.15,          0,     0.00,    99.9361,  -128.66,    330.715,   130.85,    324.873,     8.71,     225.33,  -100.85,          0,     0.00,    99.9361,    51.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5715016-3,   0.780181,   -53.87,          0,     0.00,          0,     0.00,          0,     0.00,   0.780181,   -53.87,   0.780516,   126.04,          0,     0.00,          0,     0.00,          0,     0.00,   0.780516,   126.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138614-1,    56.5936,    -9.46,    57.3285,  -132.02,    43.4509,   138.20,          0,     0.00,    27.3714,  -123.10,    56.5926,   170.54,    57.3276,    47.97,    43.4492,   -41.80,          0,     0.00,    27.3714,    56.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077781-2,    260.903,   -59.50,    239.886,   178.15,    197.244,    64.55,          0,     0.00,    45.0307,  -120.07,    260.904,   120.50,    239.887,    -1.85,    197.245,  -115.45,          0,     0.00,    45.0307,    59.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5675121-1,    0.56823,    66.06,          0,     0.00,          0,     0.00,          0,     0.00,    0.56823,    66.06,   0.568662,  -114.11,          0,     0.00,          0,     0.00,          0,     0.00,   0.568662,  -114.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773046-1,    34.9801,   179.62,          0,     0.00,          0,     0.00,          0,     0.00,    34.9801,   179.62,    34.9805,    -0.38,          0,     0.00,          0,     0.00,          0,     0.00,    34.9805,    -0.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380809-2,    23.0666,   -59.09,    71.7543,   178.10,    8.10187,    64.83,          0,     0.00,    57.3121,  -169.87,    23.0666,   120.91,    71.7544,    -1.90,    8.10192,  -115.17,          0,     0.00,    57.3121,    10.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018326-1,    1.71241,    68.71,          0,     0.00,          0,     0.00,          0,     0.00,    1.71241,    68.71,    1.71269,  -111.33,          0,     0.00,          0,     0.00,          0,     0.00,    1.71269,  -111.33,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472356-1,   0.572132,   177.94,          0,     0.00,          0,     0.00,          0,     0.00,   0.572132,   177.94,   0.572418,    -2.17,          0,     0.00,          0,     0.00,          0,     0.00,   0.572418,    -2.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6139641-1,     400.05,   -50.27,     385.73,  -172.10,    267.305,    77.23,          0,     0.00,    120.519,  -123.93,     400.05,   129.73,     385.73,     7.90,    267.305,  -102.77,          0,     0.00,    120.519,    56.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018341-1,    101.346,   -29.63,    115.797,  -154.18,    151.022,    82.42,          0,     0.00,    49.3142,    85.62,    101.346,   150.37,    115.797,    25.82,    151.021,   -97.58,          0,     0.00,    49.3141,   -94.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017302-1,    2.07835,   -55.45,    39.7454,  -176.98,    0.86225,    65.39,          0,     0.00,    38.2717,  -175.48,    2.07872,   124.52,    39.7458,     3.01,   0.862529,  -114.71,          0,     0.00,    38.2717,     4.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199505-1,   0.561824,   177.81,          0,     0.00,          0,     0.00,          0,     0.00,   0.561824,   177.81,   0.561985,    -2.25,          0,     0.00,          0,     0.00,          0,     0.00,   0.561985,    -2.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682327-1,    19.2533,   -59.73,          0,     0.00,          0,     0.00,          0,     0.00,    19.2533,   -59.73,    19.2533,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,    19.2533,   120.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290243-1,    2.90856,  -176.85,          0,     0.00,          0,     0.00,          0,     0.00,    2.90856,  -176.85,    2.90886,     3.12,          0,     0.00,          0,     0.00,          0,     0.00,    2.90886,     3.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.X8223_48332_SW,    78.9511,   -24.38,    84.4185,  -148.11,    45.9115,   130.09,          0,     0.00,    51.2756,  -124.90,    78.9511,   155.62,    84.4185,    31.89,    45.9115,   -49.91,          0,     0.00,    51.2756,    55.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6413567-3,    78.9512,   -24.38,    84.4186,  -148.11,    45.9118,   130.09,          0,     0.00,    51.2756,  -124.90,    78.9511,   155.62,    84.4185,    31.89,    45.9115,   -49.91,          0,     0.00,    51.2756,    55.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591731-3,    355.098,   -49.64,     328.52,  -171.36,    227.861,    79.02,          0,     0.00,    109.088,  -118.11,    355.098,   130.36,     328.52,     8.64,    227.861,  -100.98,          0,     0.00,    109.088,    61.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653470-1,    1.28531,   -59.55,    1.38747,   178.70,    1.47347,    64.73,          0,     0.00,   0.277278,   112.63,    1.28572,   120.40,     1.3879,    -1.35,    1.47371,  -115.32,          0,     0.00,   0.277276,   -67.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017316-1,      34.63,   177.82,          0,     0.00,          0,     0.00,          0,     0.00,      34.63,   177.82,    34.6305,    -2.18,          0,     0.00,          0,     0.00,          0,     0.00,    34.6305,    -2.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926299-1,    2.86958,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    2.86958,   177.99,    2.86985,    -2.03,          0,     0.00,          0,     0.00,          0,     0.00,    2.86985,    -2.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683831-1,    47.4534,   -55.62,    51.6573,  -176.88,    23.5629,    65.09,          0,     0.00,    25.4047,  -125.80,    47.4539,   124.37,    51.6578,     3.11,    23.5632,  -114.92,          0,     0.00,    25.4048,    54.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6352700-1,    5.31815,   -54.51,          0,     0.00,          0,     0.00,          0,     0.00,    5.31815,   -54.51,    5.31816,   125.49,          0,     0.00,          0,     0.00,          0,     0.00,    5.31816,   125.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047570-1,   0.748592,   -55.00,          0,     0.00,          0,     0.00,          0,     0.00,   0.748592,   -55.00,   0.748801,   124.94,          0,     0.00,          0,     0.00,          0,     0.00,   0.748801,   124.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624342-1,    332.081,   -49.18,    328.524,  -171.37,    225.331,    79.16,          0,     0.00,    102.772,  -129.48,    332.082,   130.82,    328.524,     8.63,     225.33,  -100.84,          0,     0.00,    102.772,    50.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259992-1,    1.34307,   -54.71,          0,     0.00,          0,     0.00,          0,     0.00,    1.34307,   -54.71,    1.34328,   125.25,          0,     0.00,          0,     0.00,          0,     0.00,    1.34328,   125.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5841919-1,   0.866475,   177.80,          0,     0.00,          0,     0.00,          0,     0.00,   0.866475,   177.80,   0.866887,    -2.31,          0,     0.00,          0,     0.00,          0,     0.00,   0.866887,    -2.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380811-1,    16.4678,   177.96,          0,     0.00,          0,     0.00,          0,     0.00,    16.4678,   177.96,    16.4685,    -2.04,          0,     0.00,          0,     0.00,          0,     0.00,    16.4685,    -2.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683832-1,    1.28618,   -55.78,          0,     0.00,          0,     0.00,          0,     0.00,    1.28618,   -55.78,    1.28652,   124.16,          0,     0.00,          0,     0.00,          0,     0.00,    1.28652,   124.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077778-1,    1.26439,   -55.30,          0,     0.00,          0,     0.00,          0,     0.00,    1.26439,   -55.30,    1.26477,   124.64,          0,     0.00,          0,     0.00,          0,     0.00,    1.26477,   124.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561442-2,    398.067,   -50.25,    385.735,  -172.10,     262.21,    77.42,          0,     0.00,    124.904,  -124.32,    398.068,   129.75,    385.735,     7.90,     262.21,  -102.58,          0,     0.00,    124.904,    55.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259983-1,    1.43926,   178.00,          0,     0.00,          0,     0.00,          0,     0.00,    1.43926,   178.00,       1.44,    -2.11,          0,     0.00,          0,     0.00,          0,     0.00,       1.44,    -2.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
